Clean Alternative Fuel Vehicle Type,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,Primary Use,Electric Range,New or Used Vehicle,Transaction Type,Transaction Date,Year,County,City,State,Postal Code
Plug-in Hybrid Electric Vehicle (PHEV),1FADP5CU6F,183718300,2015,FORD,C-Max,Passenger,19,Used,Registration at time of Transfer,August 24 2020,2020,King,SEATTLE,WA,98102
Battery Electric Vehicle (BEV),3FMTK3SUXM,192447314,2021,FORD,Mustang Mach-E,Passenger,0,Used,Registration Renewal,April 29 2024,2024,Jefferson,PORT LUDLOW,WA,98365
Battery Electric Vehicle (BEV),KNDC4DLC6N,214845242,2022,KIA,EV6,Passenger,0,New,Original Registration,October 03 2022,2022,Yakima,YAKIMA,WA,98908
Battery Electric Vehicle (BEV),5YJXCAE23L,6238347,2020,TESLA,Model X,Passenger,293,Used,Registration Renewal,December 01 2020,2020,Jefferson,PORT LUDLOW,WA,98365
Plug-in Hybrid Electric Vehicle (PHEV),1FADP5CU8F,134915000,2015,FORD,C-Max,Passenger,19,Used,Registration Renewal,January 19 2024,2024,Kitsap,BREMERTON,WA,98312
Battery Electric Vehicle (BEV),5YJSA1E2XL,109424892,2020,TESLA,Model S,Passenger,330,Used,Registration at time of Transfer,May 31 2023,2023,King,SEATTLE,WA,98105
Plug-in Hybrid Electric Vehicle (PHEV),KMHC65LD0N,261837460,2022,HYUNDAI,Ioniq,Passenger,29,Used,Original Registration,February 03 2024,2024,Clark,VANCOUVER,WA,98664
Plug-in Hybrid Electric Vehicle (PHEV),1C4JJXP66N,208530738,2022,JEEP,Wrangler,Passenger,21,Used,Registration Renewal,May 18 2024,2024,Clark,BATTLE GROUND,WA,98604
Battery Electric Vehicle (BEV),1G1FX6S08J,3525140,2018,CHEVROLET,Bolt EV,Passenger,238,Used,Registration Renewal,September 25 2020,2020,King,SEATTLE,WA,98117
Battery Electric Vehicle (BEV),1N4AZ1CP2J,348386846,2018,NISSAN,Leaf,Passenger,151,Used,Registration Renewal,December 12 2022,2022,King,SEATTLE,WA,98117
Battery Electric Vehicle (BEV),JN1AZ0CP1C,4835442,2012,NISSAN,Leaf,Passenger,73,Used,Registration Renewal,February 04 2022,2022,Cowlitz,CASTLE ROCK,WA,98611
Battery Electric Vehicle (BEV),5YJ3E1EA6P,252181716,2023,TESLA,Model 3,Passenger,0,New,Original Title,September 07 2023,2023,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),5YJXCDE22J,476395524,2018,TESLA,Model X,Passenger,238,New,Original Title,January 31 2019,2019,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),KNDC5DLE0P,238069681,2023,KIA,EV6,Passenger,0,New,Original Registration,July 10 2023,2023,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),5YJ3E1EB5L,104818297,2020,TESLA,Model 3,Passenger,322,New,Original Registration,May 06 2020,2020,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),5YJ3E1EA3M,167018078,2021,TESLA,Model 3,Passenger,0,Used,Registration Renewal,July 15 2023,2023,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),5YJ3E1EB6N,219133246,2022,TESLA,Model 3,Passenger,0,New,Original Registration,October 28 2022,2022,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),1G1FX6S05H,123261582,2017,CHEVROLET,Bolt EV,Passenger,238,Used,Registration Renewal,August 06 2021,2021,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),5YJ3E1EB4L,6075387,2020,TESLA,Model 3,Passenger,322,Used,Registration Renewal,December 14 2020,2020,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),5YJ3E1EA4M,148530602,2021,TESLA,Model 3,Passenger,0,Used,Registration Renewal,February 16 2022,2022,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),7SAYGDEE7N,219543509,2022,TESLA,Model Y,Passenger,0,New,Original Registration,November 17 2022,2022,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),3FMTK3SU9P,237860927,2023,FORD,Mustang Mach-E,Passenger,0,New,Original Title,May 08 2023,2023,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),5YJ3E1EB5J,319552663,2018,TESLA,Model 3,Passenger,215,Used,Registration Renewal,October 21 2021,2021,King,ISSAQUAH,WA,98027
Plug-in Hybrid Electric Vehicle (PHEV),JTMFB3FV6N,253437432,2022,TOYOTA,RAV4 Prime,Passenger,42,Used,Original Title,September 14 2023,2023,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),SADHC2S10L,103766533,2020,JAGUAR,I-PACE,Passenger,234,Used,Registration at time of Transfer,February 10 2023,2023,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),3FMTK3SU9N,197378226,2022,FORD,Mustang Mach-E,Passenger,0,Used,Registration Renewal,March 15 2024,2024,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),1N4AZ0CPXD,264101617,2013,NISSAN,Leaf,Passenger,75,Used,Registration Renewal,December 18 2017,2017,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),1G1FY6S04K,477349883,2019,CHEVROLET,Bolt EV,Passenger,238,Used,Registration Renewal,April 19 2021,2021,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),1N4BZ1DVXM,161522854,2021,NISSAN,Leaf,Passenger,0,Used,Registration at time of Transfer,November 30 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),KM8K23AG5L,101858235,2020,HYUNDAI,Kona,Passenger,258,Used,Registration Renewal,January 22 2024,2024,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),5YJSA1H29F,191357918,2015,TESLA,Model S,Passenger,208,Used,Registration Renewal,December 30 2022,2022,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),7G2CEHED4R,265666047,2024,TESLA,Cybertruck,Truck,0,New,Original Registration,May 16 2024,2024,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),5YJ3E1EA1P,236276358,2023,TESLA,Model 3,Passenger,0,New,Original Title,May 09 2023,2023,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),1G1FZ6S09L,132369338,2020,CHEVROLET,Bolt EV,Passenger,259,Used,Transfer Title,November 01 2023,2023,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),1N4CZ1CV8P,259755513,2023,NISSAN,Leaf,Passenger,0,New,Original Title,December 29 2023,2023,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),4JGDM4EB0P,237837057,2023,MERCEDES-BENZ,EQS-Class SUV,Passenger,0,New,Original Registration,June 05 2023,2023,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),1N4AZ1CP0K,342933069,2019,NISSAN,Leaf,Passenger,150,Used,Registration Renewal,August 04 2023,2023,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),1N4AZ0CP3G,220912842,2016,NISSAN,Leaf,Passenger,84,Used,Registration Renewal,August 10 2018,2018,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),WBY8P4C59K,217678891,2019,BMW,i3,Passenger,126,New,Original Title,September 24 2019,2019,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),JTMABABA3P,264578275,2023,SUBARU,Solterra,Passenger,0,Used,Original Registration,April 05 2024,2024,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),1G1RB6S52H,125940356,2017,CHEVROLET,Volt,Passenger,53,Used,Registration Renewal,April 22 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJSA1E65N,211382391,2022,TESLA,Model S,Passenger,0,New,Original Registration,August 26 2022,2022,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),JTDKN3DPXF,313886030,2015,TOYOTA,Prius Plug-in,Passenger,6,Used,Original Title,June 18 2019,2019,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7SAXCDE54N,196692919,2022,TESLA,Model X,Passenger,0,Used,Registration Renewal,March 10 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJYGAEE3M,180145304,2021,TESLA,Model Y,Passenger,0,New,Original Title,November 18 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7SAYGDEF1P,257405396,2023,TESLA,Model Y,Passenger,0,New,Original Registration,October 27 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),1G1FZ6S04K,245689874,2019,CHEVROLET,Bolt EV,Passenger,238,Used,Registration Renewal,June 03 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7FCTGAAA8R,266850167,2024,RIVIAN,R1T,Truck,0,New,Original Title,May 02 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA7K,153755920,2019,TESLA,Model 3,Passenger,220,New,Original Title,June 28 2019,2019,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJYGDEF7M,179264774,2021,TESLA,Model Y,Passenger,0,New,Original Title,October 15 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7SAYGDEE1R,265920063,2024,TESLA,Model Y,Passenger,0,New,Original Registration,May 16 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WBY53EJ08R,260870319,2024,BMW,i7,Passenger,0,New,Original Title,January 16 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WBY33AW05R,260618830,2024,BMW,i4,Passenger,0,New,Original Title,December 22 2023,2023,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DX5P,258910739,2023,VOLVO,XC60,Passenger,35,Used,Original Title,December 27 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1ECXN,216764369,2022,TESLA,Model 3,Passenger,0,New,Original Title,October 11 2022,2022,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7SAYGDEEXR,265183152,2024,TESLA,Model Y,Passenger,0,New,Original Title,May 17 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJYGDEF9L,127406366,2020,TESLA,Model Y,Passenger,291,New,Original Title,October 13 2020,2020,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),KMHC65LD0J,258757782,2018,HYUNDAI,Ioniq,Passenger,29,Used,Original Title,November 20 2023,2023,King,BELLEVUE,WA,98007
Battery Electric Vehicle (BEV),JTMABACA2P,266687879,2023,TOYOTA,bZ4X,Passenger,0,New,Original Registration,May 17 2024,2024,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),WBY53EJ09P,240598102,2023,BMW,i7,Passenger,0,New,Original Title,May 22 2023,2023,King,SEATTLE,WA,98104
Battery Electric Vehicle (BEV),5YJSA1DP9C,158528457,2012,TESLA,Model S,Passenger,265,Used,Registration Renewal,April 28 2022,2022,King,SEATTLE,WA,98104
Battery Electric Vehicle (BEV),5YJSA1E28M,135275626,2021,TESLA,Model S,Passenger,0,New,Original Registration,January 05 2021,2021,King,SEATTLE,WA,98104
Battery Electric Vehicle (BEV),7SAXCDE50P,219813436,2023,TESLA,Model X,Passenger,0,New,Original Title,November 15 2022,2022,King,SEATTLE,WA,98104
Battery Electric Vehicle (BEV),5YJSA1E21H,475832738,2017,TESLA,Model S,Passenger,210,New,Original Registration,December 21 2018,2018,King,SEATTLE,WA,98104
Battery Electric Vehicle (BEV),1G1FZ6S0XK,2505975,2019,CHEVROLET,Bolt EV,Passenger,238,New,Original Registration,December 05 2019,2019,King,SEATTLE,WA,98104
Battery Electric Vehicle (BEV),5YJSA1E23H,298638756,2017,TESLA,Model S,Passenger,210,New,Original Registration,August 30 2017,2017,King,SEATTLE,WA,98104
Battery Electric Vehicle (BEV),1FTVW1EL3P,265098774,2023,FORD,F-150,Commercial,0,New,Original Title,February 28 2024,2024,King,SEATTLE,WA,98134
Battery Electric Vehicle (BEV),1N4BZ0CP1H,349947860,2017,NISSAN,Leaf,Passenger,107,Used,Transfer Title,September 20 2019,2019,King,SAMMAMISH,WA,98074
Plug-in Hybrid Electric Vehicle (PHEV),WBY1Z8C3XH,241255241,2017,BMW,i3,Passenger,97,New,Original Title,February 23 2018,2018,King,SEATTLE,WA,98122
Battery Electric Vehicle (BEV),1N4BZ1DV7N,193657138,2022,NISSAN,Leaf,Passenger,0,Used,Transfer Title,August 24 2022,2022,Snohomish,GRANITE FALLS,WA,98252
Battery Electric Vehicle (BEV),5YJSA1E20M,133804996,2021,TESLA,Model S,Passenger,0,New,Original Registration,December 01 2020,2020,Clallam,PORT ANGELES,WA,98363
Battery Electric Vehicle (BEV),1N4CZ1CV6R,260103497,2024,NISSAN,Leaf,Passenger,0,New,Original Registration,December 15 2023,2023,Island,COUPEVILLE,WA,98239
Battery Electric Vehicle (BEV),KNDCE3LG3N,179053710,2022,KIA,Niro,Passenger,0,Used,Registration at time of Transfer,March 06 2024,2024,Clark,BATTLE GROUND,WA,98604
Plug-in Hybrid Electric Vehicle (PHEV),WAUTPBFF7H,116691039,2017,AUDI,A3,Passenger,16,Used,Registration Renewal,July 31 2021,2021,Cowlitz,CASTLE ROCK,WA,98611
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6E47B,140033211,2011,CHEVROLET,Volt,Passenger,35,Used,Registration Renewal,April 11 2024,2024,Cowlitz,CASTLE ROCK,WA,98611
Battery Electric Vehicle (BEV),WAUEJBFW4P,261151908,2023,AUDI,e-tron GT,Passenger,0,New,Original Title,February 23 2024,2024,King,NORMANDY PARK,WA,98166
Plug-in Hybrid Electric Vehicle (PHEV),1FMCU0LZ8M,192281134,2021,FORD,Escape,Passenger,38,Used,Registration Renewal,January 26 2023,2023,King,NORMANDY PARK,WA,98166
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1S7XN,256102864,2022,CHRYSLER,Pacifica,Passenger,32,Used,Registration Renewal,May 01 2024,2024,King,NORMANDY PARK,WA,98166
Battery Electric Vehicle (BEV),1FT6W1EV8N,207187795,2022,FORD,F-150,Truck,0,New,Original Title,July 14 2022,2022,King,NORMANDY PARK,WA,98166
Battery Electric Vehicle (BEV),YV4ED3GB9N,265040331,2022,VOLVO,C40,Passenger,0,New,Original Title,April 15 2024,2024,King,SEATTLE,WA,98119
Plug-in Hybrid Electric Vehicle (PHEV),WA1E2AFY7M,262881426,2021,AUDI,Q5 e,Passenger,18,Used,Original Title,April 18 2024,2024,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),5YJSA1E26G,475000893,2016,TESLA,Model S,Passenger,210,Used,Registration Renewal,March 12 2024,2024,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),5UXTA6C04N,255178941,2022,BMW,X5,Passenger,30,Used,Original Registration,November 01 2023,2023,King,RENTON,WA,98059
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1L74J,271293627,2018,CHRYSLER,Pacifica,Passenger,33,New,Original Registration,November 28 2018,2018,King,SHORELINE,WA,98155
Plug-in Hybrid Electric Vehicle (PHEV),1G1RA6E49D,349835013,2013,CHEVROLET,Volt,Passenger,38,Used,Registration at time of Transfer,June 04 2024,2024,King,SEATTLE,WA,98115
Battery Electric Vehicle (BEV),5YJ3E1EB1K,310637743,2019,TESLA,Model 3,Passenger,220,New,Original Title,August 13 2019,2019,King,ISSAQUAH,WA,98027
Battery Electric Vehicle (BEV),5YJXCAE20L,103276239,2020,TESLA,Model X,Passenger,293,New,Original Registration,March 25 2020,2020,King,ISSAQUAH,WA,98027
Plug-in Hybrid Electric Vehicle (PHEV),KNDPZDDH5R,265993871,2024,KIA,Sportage,Passenger,34,New,Original Registration,May 14 2024,2024,King,BELLEVUE,WA,98008
Plug-in Hybrid Electric Vehicle (PHEV),KNDCD3LD0K,476154801,2019,KIA,Niro,Passenger,26,Used,Registration Renewal,December 13 2022,2022,King,REDMOND,WA,98052
Battery Electric Vehicle (BEV),KNDJX3AE4G,348116121,2016,KIA,Soul,Passenger,93,Used,Registration Renewal,December 06 2023,2023,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),5YJ3E1EA7L,6381315,2020,TESLA,Model 3,Passenger,266,New,Original Registration,January 07 2020,2020,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA2P,260968865,2023,TESLA,Model 3,Passenger,0,New,Original Registration,January 31 2024,2024,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),3MW39FS0XP,224673963,2023,BMW,330e,Passenger,20,Used,Registration Renewal,May 07 2024,2024,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),JA4J24A57K,131370977,2019,MITSUBISHI,Outlander,Passenger,22,New,Original Registration,November 18 2020,2020,Clark,VANCOUVER,WA,98662
Battery Electric Vehicle (BEV),1FADP3R4XD,211015934,2013,FORD,Focus,Passenger,76,Used,Original Registration,September 01 2016,2016,King,REDMOND,WA,98052
Battery Electric Vehicle (BEV),5YJSA1E58P,250939636,2023,TESLA,Model S,Passenger,0,New,Original Title,August 08 2023,2023,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),KNDC34LA5R,262451395,2024,KIA,EV6,Passenger,0,New,Original Registration,January 23 2024,2024,Snohomish,MUKILTEO,WA,98275
Battery Electric Vehicle (BEV),7PDSGBBA8R,265856111,2024,RIVIAN,R1S,Passenger,0,New,Original Title,May 10 2024,2024,King,KIRKLAND,WA,98033
Plug-in Hybrid Electric Vehicle (PHEV),1G1RA6S55J,184557642,2018,CHEVROLET,Volt,Passenger,53,New,Original Registration,June 06 2018,2018,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),5YJ3E1EA5R,262930580,2024,TESLA,Model 3,Passenger,0,New,Original Registration,April 11 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJXCDE27L,106405211,2020,TESLA,Model X,Passenger,289,Used,Registration Renewal,February 22 2022,2022,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),KNDCM3LD5L,131427355,2020,KIA,Niro,Passenger,26,New,Original Registration,November 02 2020,2020,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),KNDCR3L19P,256352008,2023,KIA,Niro,Passenger,0,New,Original Registration,October 04 2023,2023,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),1G1RC6S5XG,329837609,2016,CHEVROLET,Volt,Passenger,53,Used,Original Registration,June 08 2018,2018,King,RENTON,WA,98055
Battery Electric Vehicle (BEV),5YJSA1E49L,8787754,2020,TESLA,Model S,Passenger,337,Used,Registration Renewal,January 07 2022,2022,Clark,VANCOUVER,WA,98664
Plug-in Hybrid Electric Vehicle (PHEV),WP1AE2A29G,9374725,2016,PORSCHE,Cayenne,Passenger,14,Used,Registration Renewal,November 01 2021,2021,Clark,VANCOUVER,WA,98664
Battery Electric Vehicle (BEV),5YJXCDE22K,255706853,2019,TESLA,Model X,Passenger,289,Used,Registration Renewal,September 29 2020,2020,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),5UXTA6C01N,193821155,2022,BMW,X5,Passenger,30,New,Original Registration,March 10 2022,2022,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6E45E,206817971,2014,CHEVROLET,Volt,Passenger,38,Used,Registration Renewal,November 02 2022,2022,King,BOTHELL,WA,98011
Plug-in Hybrid Electric Vehicle (PHEV),JTDKARFP5K,238672444,2019,TOYOTA,Prius Prime,Passenger,25,Used,Original Registration,April 20 2023,2023,Clark,VANCOUVER,WA,98686
Battery Electric Vehicle (BEV),7SAXCBE66N,211054595,2022,TESLA,Model X,Passenger,0,New,Original Title,August 11 2022,2022,King,KENT,WA,98030
Battery Electric Vehicle (BEV),KNDCE3LGXN,179576407,2022,KIA,Niro,Passenger,0,New,Original Title,October 04 2021,2021,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),WVWPP7AU0G,156800388,2016,VOLKSWAGEN,e-Golf,Passenger,83,Used,Registration Renewal,October 07 2019,2019,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WVWKP7AU1G,8888617,2016,VOLKSWAGEN,e-Golf,Passenger,83,Used,Registration Renewal,January 06 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),1V2VMPE87P,252241594,2023,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,September 19 2023,2023,Clark,VANCOUVER,WA,98685
Battery Electric Vehicle (BEV),5YJ3E1EB3J,112937583,2018,TESLA,Model 3,Passenger,215,New,Original Registration,October 09 2018,2018,King,REDMOND,WA,98052
Battery Electric Vehicle (BEV),1N4AZ1BV3N,204908637,2022,NISSAN,Leaf,Passenger,0,Used,Registration Renewal,April 26 2024,2024,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),1G1FW6S07P,229636368,2023,CHEVROLET,Bolt EV,Passenger,0,New,Original Title,January 25 2023,2023,Clark,VANCOUVER,WA,98662
Battery Electric Vehicle (BEV),KNDAEFS5XR,264498874,2024,KIA,EV9,Passenger,0,Used,Registration at time of Transfer,June 17 2024,2024,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),1G1FZ6S03P,233882806,2023,CHEVROLET,Bolt EUV,Passenger,0,New,Original Registration,March 30 2023,2023,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),5YJ3E1EC2L,4719298,2020,TESLA,Model 3,Passenger,308,Used,Registration Renewal,January 05 2023,2023,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),4JGDM2EB1R,268460923,2024,MERCEDES-BENZ,EQS-Class SUV,Passenger,0,New,Original Registration,June 10 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),JN1AZ0CP8B,172116451,2011,NISSAN,Leaf,Passenger,73,Used,Registration Renewal,April 25 2014,2014,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),1G1RA6E46E,207809332,2014,CHEVROLET,Volt,Passenger,38,Used,Registration Renewal,October 08 2015,2015,Clark,VANCOUVER,WA,98664
Battery Electric Vehicle (BEV),JN1AZ0CP6C,4478400,2012,NISSAN,Leaf,Passenger,73,New,Original Registration,October 10 2012,2012,Clark,VANCOUVER,WA,98664
Plug-in Hybrid Electric Vehicle (PHEV),JTDKARFP5H,160057901,2017,TOYOTA,Prius Prime,Passenger,25,Used,Registration Renewal,May 06 2019,2019,Snohomish,LAKE STEVENS,WA,98258
Battery Electric Vehicle (BEV),1N4AZ1CP9L,132454822,2020,NISSAN,Leaf,Passenger,149,Used,Registration Renewal,September 28 2021,2021,King,REDMOND,WA,98052
Battery Electric Vehicle (BEV),5YJSA1E28K,236424583,2019,TESLA,Model S,Passenger,270,Used,Original Registration,May 17 2023,2023,Snohomish,MUKILTEO,WA,98275
Plug-in Hybrid Electric Vehicle (PHEV),WBY1Z4C51E,127783092,2014,BMW,i3,Passenger,72,Used,Registration Renewal,January 21 2020,2020,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),1N4BZ0CP6G,152794120,2016,NISSAN,Leaf,Passenger,84,Used,Transfer Title,March 20 2019,2019,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),5YJ3E1EC3P,224577790,2023,TESLA,Model 3,Passenger,0,Used,Registration Renewal,October 04 2023,2023,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),JN1AZ0CP1B,229225160,2011,NISSAN,Leaf,Passenger,73,New,Original Registration,May 25 2011,2011,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),LPSED3KA0N,180301831,2022,POLESTAR,PS2,Passenger,0,New,Original Registration,November 04 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJSA1E29H,192729771,2017,TESLA,Model S,Passenger,210,Used,Registration Renewal,August 22 2019,2019,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),KNDAEFS56R,259805941,2024,KIA,EV9,Passenger,0,New,Original Title,January 03 2024,2024,King,SEATTLE,WA,98102
Battery Electric Vehicle (BEV),1N4AZ1BV8N,196142250,2022,NISSAN,Leaf,Passenger,0,Used,Registration Renewal,March 27 2023,2023,Jefferson,PORT TOWNSEND,WA,98368
Plug-in Hybrid Electric Vehicle (PHEV),1C4JJXP64M,166098859,2021,JEEP,Wrangler,Passenger,25,New,Original Title,July 16 2021,2021,King,RENTON,WA,98056
Battery Electric Vehicle (BEV),1GYKPTRL1R,266820529,2024,CADILLAC,Lyriq,Passenger,0,Used,Transfer Title,June 26 2024,2024,King,RENTON,WA,98056
